"","Scenario","Payload"
"176","The UAV photogrammetry (RGB imagery) is used to monitor small-scale patchiness in alpine meadow on the Qinghai-Tibetan Plateau and to quantify landscape metrics (e.g., PL, LPI, AI, CONNECT, PAR, PD) across different spatial scales.","RGB"
"177","The UAV carries an on-board RGB camera for visual target detection and a carbon dioxide gas sensor (physical/chemical sensor) to autonomously monitor gas concentrations and air quality, while mapping target locations and gas levels in real time.","RGB"
"178","UAV-mounted RGB camera was used to collect field-measured fractional vegetation coverage (FVC) data for validating and optimizing high-spatial-resolution FVC inversion models.","RGB"
"179","Used to collect high-resolution imagery for stream monitoring and management, including geographical measurements of stream width and course, physical variation, water flow, and gravel coverage.","RGB"
"180","UAV-based aerial imagery was used to estimate desert shrub biomass and carbon stock and to identify ecological indicators for detecting potential restoration and revegetation sites.","RGB"
"181","High-resolution UAV imagery was used to determine the temporal and spatial dynamics of biotic burrowing and loess cave formation.","RGB"
"182","UAV-mounted RGB and NIR cameras used to generate orthoimages, DEMs, and NDVI for surface structure and vegetation cover; thermal infrared imagery for surface temperature mapping; prototype gas sensor array for detecting CH₄ emission hotspots and monitoring landfill topography.","RGB"
"183","The UAV platform was used to collect aerial imagery of rice panicles in paddy fields to detect and count effective panicles for rice yield assessment using a target detection model.","RGB"
"184","The drone was used to capture UAV imagery to rapidly monitor and extract aeolian desertified land (ADL) over time for spectral mixture analysis and desertification index construction.","RGB"
"185","A UAV-mounted RGB camera was used to collect imagery for structure-from-motion photogrammetry, generating high-quality digital surface models to monitor topographic changes in coastal dunes with high vertical accuracy.","RGB"
"186","UAV remote sensing data were used to estimate the biomass, water use efficiency (WUE), actual evapotranspiration, and normalized water productivity of cotton at varying distances from a tree shelterbelt.","RGB"
"187","UAV-mounted RGB imagery was used to estimate alfalfa aboveground biomass (AGB) via spectral and texture features and to monitor and classify the intensity of spontaneous combustion in coal waste dumps.","RGB"
"188","Unmanned aerial vehicles equipped with RGB and multispectral sensors were used to replicate inspector classifications of vegetation cover on pipeline rights-of-way, augmenting the manual inspection process.","RGB"
"189","The unmanned aerial vehicle was used to map the borrow pit area, identify remaining physical structures, quantify the extent of degradation, and characterize vegetation cover and exposed soil types.","RGB"
"190","A drone-mounted aerial digital camera was used to non-destructively measure canopy cover in an onion crop and relate canopy cover to leaf area index.","RGB"
"191","RTK-UAV drone equipped with high-definition RGB imaging was used to collect multidimensional earth surface data to analyze ground surface changes and environmental factors affecting early vegetation recovery on earthquake-induced landslide scars.","RGB"
"192","UAV used to monitor shrub belt volume via imagery to develop and validate a model estimating aboveground carbon stock for precise carbon-sink accounting.","RGB"
"193","UAV-mounted RGB imagery was used to generate photogrammetric products (digital terrain models, digital surface model, flow accumulation maps) for geomorphological and hydrologic characterization of the acid mine drainage landscape, supporting analysis of algal distribution and toxic element flow patterns.","RGB"
"194","A consumer-grade UAV equipped with an RGB camera was used to collect structure-from-motion photogrammetry imagery for mapping geomorphic (topography, erosion/deposition, volume changes) and vegetation (succession, cover classification) changes pre- and post-dam removal, providing a holistic, repeatable ecological assessment in challenging terrain and during COVID-19 constraints.","RGB"
"195","Use of UAV-based RGB imagery processed with structure-from-motion to reconstruct three-dimensional forest canopy structure and derive structural indicators (mean and maximum canopy height, canopy cover) for monitoring forest structural and functional changes.","RGB"
"196","Drones (fixed-wing and helicopter UAVs) equipped with digital imagery (RGB cameras) were used to measure bare ground in a sagebrush steppe ecosystem, enabling broad‐area ecological condition assessments of rangelands and comparison with traditional field transect methods.","RGB"
"197","Drone-mounted RGB camera used to capture photographs for Structure-from-Motion photogrammetry to generate high-resolution DEMs and assess performance of vegetation filtering algorithms on point clouds.","RGB"
"198","A UAV-mounted thermal infrared and optical (RGB) camera system was used to generate high-resolution orthomosaicked imagery over a 50 km river reach to map stream temperature patterns and detect, characterize, and classify 260 cold-water patches for informing river management and climate adaptation strategies.","RGB"
"199","UAV-mounted RGB and multispectral imagery were used with convolutional neural networks to identify and monitor Faxon fir distribution across seasons, evaluating and comparing sensor accuracy to optimize UAV observation timing and payloads in ecological research.","RGB"
"200","UAV-based hemispherical photography is used to capture vertical light availability profiles within forest canopies to derive canopy metrics (e.g., PAI, LAI, beam and diffuse light indices) for ecological and management applications.","RGB"
"201","Multitemporal UAV (drone) imagery was used to improve floodplain land cover classification accuracy by providing high spatial resolution and flexible timing of image acquisition to distinguish similar vegetation types.","RGB"
